Nänäre north=Assajee south=Lalale east=Inkö west=Vääkän
Öörtäris north=Niisä south=Rähös east=Panhaallihto west=Lakina
Luraaso north=Ääslenä south=Eetes east=Äsäsä west=Irhakkere
Lägi north=Ilökä south=Rööppümen east=Portido west=Hesirä
Ajen north=Läkköhe south=Redatto east=Änällühkää west=Tööpri
Intaanaas north=Aka south=Elistökköös east=Mana west=Sillääske
Testelme north=Opoo south=Päkkä east=Amuhkin west=Opa
Ätüüt north=Sikkäpän south=Ettil east=Olan west=Lonillorre
Lüle north=Enva south=Töttäällää east=Sisissülä west=Rüünpine
Tormelaa north=Arohtuos south=Ehtä east=Pisöömö west=Lante
Ipön north=Rölös south=Kapehappikka east=Kanenaa west=Lalarvilla
Hivistä north=Taatienta south=Isä east=Ilala west=Aralkapa
Närtetöhvöttö north=Tastastila south=Söökäkäs east=Taaka west=Vanasesa
Kiküä north=Paantetukimus south=Rättös east=Sinemes west=Terpaastaas
Sidukes north=Arka south=Ira east=Etemmeri west=Noopera
Emän north=Isän south=Tuunkilme east=Nähöömes west=Enuntelkava
Ähkö north=Isätkün south=Oohrigua east=Käkensi west=Elaa
Tapa north=Saalalo south=Aluunta east=Oraa west=Osasti
Ikkitüsä north=Össesi south=Käröönepiikki east=Tisüün west=Köre
Ärtökkärä north=Irvälitä south=Öiseedöö east=Erküllülemi west=Äätöstin
Käsillülii north=Repii south=Tuutuhtilee east=Etenüä west=Säste
Eskö north=Äräsväs south=Sina east=Ervarmireen west=Kintevän
Repen north=Ikkaka south=Noortutaatasi east=Kervätütüühen west=Kintüs
Ontis north=Väri south=Kihtihi east=Apin west=Tivan
Sökkäästi north=Tuka south=Arva east=Nüsilleti west=Ijus
Töösintä north=Ötre south=Imehta east=Lääsürön west=Nospanaa
Irtürösä north=Ekalanoopun south=Joorte east=Jereella west=Ruukua
Ettäänävööle north=Aappet south=Arolanine east=Kaaraaraasinkar west=Ohanka
Nenkitsaakodo north=Jüüpelji south=Erava east=Ärjin west=Tülmä
Vuvarsis north=Sahi south=Taloo east=Itua west=Tüülänäättö
Reppöke north=Eliräs south=Luda east=Emihüüsö west=Aampusa
Laaraa north=Itihjiste south=Astossusaati east=Ilmela west=Elitin
Ivili north=Äüsin south=Oosa east=Taaterne west=Askale
Kevesa north=Känöllösöö south=Tühätkä east=Tävänkiilläänääs west=Rärjilkää
Itsüs north=Tehaman south=Küüköji east=Ännis west=Väärhää
Rilas north=Leki south=Esöö east=Pempäri west=Austettis
Lislaavaanaahti north=Näppäs south=Irköökküs east=Sinejööt west=Sunot
Levilka north=Imo south=Iise east=Noninnehe west=Sahen
Tättärtäs south=Akipemaa east=Roohuhi west=Ippäävitedö
Äpüsöö north=Iekää south=Hükö east=Itö west=Oonnolinna
Äüntüsüskälää north=Saaro south=Nülen east=Tuuste west=Köjääkken
Sääjälillöö north=Ölke south=Linärvis east=Laapa west=Kenäs
Pijus north=Nilkua south=Anuustaa east=Näänös west=Kanti
Rünsä north=Ientisö south=Öste east=Alua west=Nipas
Eekemä north=Piutaas south=Viletettää east=Hule west=Tokkaan
Auki north=Enka south=Ästää east=Ähinnä west=Melaalitaame
Ellin north=Kivis south=Sästiki east=Aulaannut west=Aappe
Säälärjä north=Äktälä south=Rinis east=Naankeka west=Estetipesti
Munke north=Östän south=Evos east=Kasinisjan west=Ivän
Ruulkaanaarippes north=Ille south=Nüüdö east=Äkkää west=Rila
Liisääskän north=Alotoos south=Ennulitirhoo east=Särkä west=Muullenin
Nüükäärsä north=Nana south=Rörrilä east=Äüttö west=Ake
Titi north=Kampohtiino south=Ekunarji east=Erritka west=Sipuulvitua
Ädüs north=Kelaha south=Kiinää east=Rätään west=Testerrappanas
Itaassujana north=Hontanti south=Teengi east=Remmi west=Ripunaan
Jaaten north=Röörjön south=Itos east=Täänsülelüülki
Ranookihkuvua north=Mirnäkkää south=Ivulalmaaro east=Häävisi west=Nerpaatohto
Audo north=Heraan south=Meminekerva east=Ätärjüjes west=Määttäälihäppää
Tijääne north=Lüüniüläkästä south=Neikki east=Irkos west=Loppokaa
Raatsa north=Ävä south=Önääskä east=Vümmüüpe west=Lonmaahdasi
Asa north=Epelalloo south=Huusmaa east=Otampasta west=Lüttüün
Tootus north=Siren south=Napokaske east=Kälköme west=Kivulin
Oovan north=Väselidööpön south=Titsa west=Posaali
Kaatkista north=Lääpävilüä south=Pokso east=Pekään west=Arenoha
Äütenä north=Paakkurvaa south=Leetäs east=Eläälläs west=Eslima
Lale north=Äsväälmüä south=Etüä east=Jövemmää west=Kaaten
Nisisiistavaa north=Ääröne south=Ohkaan east=Elitin west=Püläntä
Titä north=Katkeskoolalmas south=Ledoora west=Korile
Pekö north=Otoo south=Ärestihäs east=Tipi west=Nitses
Tuukarta north=Kehoo south=Nipesmä east=Tüühättün west=Övööljö
Teherva north=Örestün south=Suulalmitaadaan east=Akesis west=Ikanii
Suuli north=Arjaan south=Sensi east=Ata west=Ädäättöteis
Isismääsis north=Nörüse south=Mintöllön east=Änki west=Eksositkukka
Lirätämüüs north=Lansi south=Suukatrokipis east=Atokakkua west=Oten
Oornokaan north=Näskütä south=Liinä east=Äünhö west=Önüsmä
Tüüstän north=Todas south=Lenüüsenäsä east=Äümmä west=Eükkääsvätöö
Kätöö north=Nünsijöslin south=Ive east=Mästilin west=Netsanevoo
Tirö north=Oraali south=Anuun east=Teläänkitääkkei west=Tünä
Ihitaa north=Täröspä south=Siijeirää east=Mäske west=Vaanen
Ermomo north=Aahte south=Milla east=Pejatas west=Lontullisteni
Okehiisessa north=Tekärvä south=Sörüntää east=Ahasavaalees west=Kidoommuuha
Öönömä north=Ättire south=Suurhovaaroste east=Tunhihdin west=Äsänä
Iluusrelka north=Okarjeettes south=Ätte east=Lelkelmää west=Lekki
Mäsälisürä north=Näänä south=Vuinekan east=Pavoo west=Siekün
Kaviruus north=Närä south=Tääke east=Köömi west=Iirriskä
Nuuhtaaman north=Illärin south=Pellämä east=Änöö west=Akehas
Tonas north=Ivärrösägä south=Nolli east=Naastati west=Akun
Öllelmehdönä north=Rulon south=Kisüttä east=Kimuuki west=Eennii
Mukkuus north=Kömüä south=Kennumootikka east=Kiskänmä west=Iküüs
Satkua north=Sulillaarkas south=Älmipä east=Voristorri west=Iskosoo
Ämese north=Tostaave south=Epsaavahaastaa east=Muullenin west=Taapi
Oruupli north=Össö south=Appanaantaa east=Älkönetkäsvä west=Risaa
Ööstäs north=Ähjeelente south=Oorikka east=Renaare west=Ora
Öhöön north=Evo south=Toonnuutto east=Tapuut west=Öllööpe
Aunni north=Ini south=Elään east=Okoden west=Lanleesihes
Limün north=Küüvänääre south=Hisähtintööhmä east=Koolesestettaas west=Ästöpääminüö
Vusan north=Äärö south=Kaanua east=Altaansaakki west=Iitosohtalo
Roolutsara north=Iirpurnetaa south=Aurve east=Lökittin west=Irvilüüntintös
Enulana north=Haapi south=Sävöölküülläämä east=Helöksöös west=Tösöilpesmönsä
Atin north=Taapi south=Aavikkaalkaat east=Epsaavahaastaa west=Aate
Lestä north=Sivinet south=Küöke east=Tave west=Hakke
Ville north=Niitüä south=Tetulaski east=Kalisesuuhkin west=Ootela
Ireverteme north=Sinmä south=Väkä east=Iduun west=Estule
Säätii north=Eti south=Äres east=Etiraatonsaas west=Enseetä
Irö north=Oore south=Insinkä east=Ila west=Tukun
Veentoo north=Ääsislilte south=Kosovonami east=Ennäli west=Teskä
Häne north=Maanho south=Männüükti east=Ikkää west=Löme
Inä north=Ärä south=Penossaashis east=Appali west=Pensää
Söveli north=Önänöntüs south=Ampila east=Elee west=Näsä
Vipäi north=Ippi south=Kersüülöököökääs east=Aakken west=Vetösö
Nüstäljä north=Süörä south=Meppekkekos east=Öretälee west=Ilis
Arvoolis north=Ojollerurua south=Iltuula east=Ämää west=Nilöppe
Vivänlä north=Ejöörnä south=Lönenösävä east=Tulaamistaisin west=Antas
Ankus north=Elaatta south=Niloikua east=Liitsäste west=Otutti
Korme north=Olan south=Miltua east=Ättänön west=Ettil
Emes north=Pötitüürtäämi south=Löösvilmi east=Ösestinö
Sotii north=Kemakaante south=Etuhta east=Tentörköögi west=Örtäsmäskä
Emmi north=Sählüdilä south=Kiteittitohdoos east=Aarjuro west=Iläs
Alaasaa north=Adoo south=Iketaajo east=Vaatkeksa west=Tunaanoli
Tääneväven north=Tileha south=Inkäälä east=Tirhasaa west=Rire
Asi north=Ääkkä south=Lirtädä east=Tivos west=Iltekavehta
Ikas north=Näjöönsä south=Äükkä east=Äätevä west=Sista
Kätää north=Estä south=Vinähö east=Akkennes west=Jitä
Kiihvititranee north=Kemi south=Maraadaka east=Hihä west=Peltiset
Opa north=Sömäsihve south=Tatkaa east=Testelme west=Oopo
Rivä north=Ereliule south=Sarollan east=Ketö west=Mirärää
Jenti north=Ölähvösöörsä south=Sejäslä west=Tesvuimi
Määlkämä north=Minotaadiri south=Äkkis east=Suskehlin west=Neksolpe
Täri north=Ehes south=Limöpi east=Luslaa west=Neessa
Vajete north=Atilvikkouse south=Töpiksäris east=Ällö west=Äskede
Allon north=Elüüstäntöö south=Tarkoja east=Saarhes west=Tälli
Attune north=Ome south=Iijorjankun east=Aaran west=Arukeli
Esütääväpüün north=Ausa south=Hääketille east=Attotee west=Herte
Restän north=Läärööttä south=Enentä east=Hakoos west=Sevitünäntä
Ästäjävöö north=Suukuken south=Enkihikke east=Muvoo west=Ellistis
Äödätti north=Hima south=Rinihja east=Tonsakes west=Saakkuusepun
Ertäätinvetös north=Kentatka south=Entotenpule east=Sörhermöönüpe west=Aloora
Estisa north=Inase south=Kivorjaa east=Enas west=Tave
Eiherus north=Küüttönnönää south=Kateta east=Olmason west=Taatihdilmen
Kenätsää north=Annaa south=Äjäne east=Ospa west=Kenna
Eerürüüsä north=Äälää south=Itua east=Ajalaala west=Sahi
Tidä north=Äänünä south=Säreisten east=Köütikerräpää west=Lelükini
Ivästütösti north=Kenörüüninä south=Tapitturis east=Ivi west=Horeli
Susate north=Vootkattii south=Lellastoopomen east=Müvünnes west=Taatoo
Hipos north=Nukke south=Sösüüttämäjää east=Poka west=Sossi
Nekimo north=Ööshön south=Ätkäänsirä east=Ättö west=Tula
Asika north=Äättää south=Ööni east=Asten west=Molla
Äiteläküä north=Aha south=Eläneri east=Kääränkä west=Nasvin
Pokka north=Tusvarraa south=Änällühkää east=Hüülöspe west=Läkköhe
Tesonii north=Aalittokepi south=Taakkiljiitatta east=Ovuukeloole west=Jötömmes
Mätelötütä north=Sümös south=Amuhkin east=Oostuun west=Opoo
Vekalua north=Äkre south=Selles east=Tova west=Mintua
Aampusa north=Älkee south=Alko east=Reppöke west=Haltan
Äküümäävöt north=Vasaatomo south=Ehlürpe east=Eljii west=Idimä
Tuuluna north=Törä south=Ötäälinäälpes east=Jüstä west=Ippää
Resas north=Kätäsä south=Eelä east=Annis west=Kohmenurastoo
Ösvülälkäsköös north=Estilihduukkin south=Eitaanaara east=Patamote west=Häävisi
Äröösten north=Aastolliros south=Orvaaniinolas east=Ässä west=Sene
Pökkän north=Ahos south=Vina east=Pöntön west=Ärrä
Tapsava north=Väärhää south=Ehdenitoin east=Küüköji west=Siseli
Hola north=Tihööspön south=Nilavorua east=Änes west=Veke
Äästärjes north=Lüsvön south=Paskaa east=Hettikis west=Alamoos
Sääjöstös north=Mämä south=Pitsääntüä east=Paadame west=Entillüürää
Essar north=Kätö south=Lenesistö east=Rire west=Tumo
Ekes north=Irjöö south=Jepurjakana east=Rotrivamula west=Äänei
Ottetta north=Inose south=Tantoliniro east=Ekitä west=Äppäästentiis
Tinöläänönä north=Tülüs south=Ivalmepiskin east=Kama west=Etidön
Alti north=Timmilöhen south=Erritka east=Änike west=Kampohtiino
Köjääkken north=Neskelö south=Omaa east=Äüntüsüskälää west=Kantejiikkaan
Idääsiksähi north=Ikanii south=Ättösäällünnää east=Suulalmitaadaan west=Ejee
Ostiskis north=Eivis south=Kürjüntin east=Vukki west=Rirussinaat
Oosanokkaapsa north=Äüläärjintinöö south=Ansa east=Pana west=Etemmeri
Nevää north=Emölis south=Kura east=Äkö west=Seki
Äisäs north=Salji south=Nüte east=Nokiitunate west=Tippooki
Naakoos north=Äpin south=Etka east=Taikalji west=Ämeväs
Taalelodi north=Äkelkä south=Ehjüüniväris east=Epiivatin
Ärippi north=Öilekärjä south=Kunkusmoonti east=Ömpöttö west=Ähdö
Hühöön north=Täle south=Emihüüsö east=Sirre west=Eliräs
Ärhönättätän north=Tikülli south=Telä east=Riihteti west=Äünhö
Paattise north=Kehäskähüö south=Kelti east=Noniha west=Mesüükä
Ältää north=Köntöö south=Lahtalasa east=Petterka west=Säkäären
Siska north=Muuris south=Närkö east=Lillua west=Pöke
Tüstömi north=Lönietäälä south=Norha east=Sänösää west=Titülöhvelii
Etsa north=Älääpöünet south=Älös east=Kenna west=Istauhenvaagaas
Paastaana north=Memaa south=Innööske east=Äüsüä west=Kisäähes
Austettis north=Ikuutunihte south=Rihä east=Rilas west=Kääränkä
Väisikää north=Ihmo south=Häställäännö east=Sätüstööhe west=Lamoo
Sestollokaakaa north=Ediste south=Kinili east=Aarua west=Poorraa
Pähäi north=Liske south=Kälüs east=Ohuto west=Säärösmö
Huulunkas north=Mökerjinööllääs south=Seksäkkis east=Ootos west=Antes
Nununpenehi north=Reniniti south=Ikalle west=Eron
Toki north=Saarelliippi south=Ökinäärve east=Aareksarraasa west=Isale
Äästis north=Aates south=Meisten east=Testuhruvehi west=Onsoorja
Lääji north=Pöllä south=Äikte east=Kölkää west=Leenäküä
Lehän north=Ääsnerräkä south=Rasekaa east=Suulaati west=Istete
Aasma north=Lali south=Nönkö east=Lersali west=Onaalleni
Kakaamevaksas north=Taangit south=Ätter east=Äläärö west=Söte
Puusuus north=Alus south=Suta east=Enkeskä west=Tärrölipä
Enemen north=Ästämä south=Olputa east=Looro west=Sinejööt
Kaaten north=Riemahki south=Aulannape east=Lale west=Länkülö
Kuvi north=Astaarinehti south=Alua east=Täliillö west=Ientisö
Korile north=Aatto south=Esoopa east=Titä west=Äävööninlää
Istöli north=Sesvensäs south=Pejatas east=Täntäke west=Aahte
Pesöösääsüüsme north=Läälä south=Tollivanelke east=Äses west=Jekkütilä
Novepi north=Tepaastus south=Akse east=Vetönki west=Önää
Inee north=Itope south=Ähtömö east=Moohti west=Lärös
Eres north=Elaraa south=Sikä east=Elö west=Öönnensä
Pümään north=Küttättööngä south=Ähvöjön east=Äte west=Tivos
Ättüüppi north=Nigo south=Nalleippe east=Lesinkeepsä west=Raarhalkai
Ivörhe north=Pinvelli south=Leltie east=Kakirua west=Istiditte
Tiktalo north=Tänentäähket south=Mimeko east=Tipennöskäntäs west=Löllönälüte
Nöölüä north=Nise south=Äkäänjelemä east=Nestötüs west=Ponni
Äpe north=Kärji south=Ossitassa east=Eittöltüä west=Vinöi
Petenaa north=Sirsö south=Alaraas east=Ataas west=Sinan
Listi north=Enkaatuo south=Öterti east=Näärönes west=Aihes
Ölödin north=Esjä south=Öllirjüün east=Säärrä west=Isna
Mijä north=Aataas south=Ätkütäjänpüä east=Äälmä west=Kijitke
Veiteröö north=Mänis south=Saatua east=Ivon west=Käänke
Linehi north=Säleinerinä south=Adirtaa east=Adastunadin west=Äpepselä
Silluris north=Änike south=Raarpunpes east=Itti west=Erritka
Atsaan north=Hähäkkin south=Ohanka east=Aappet west=Sääläse
Roralkarmarto north=Sasas south=Äppivädittääs east=Nikkastolluksa west=Rislää
Öönääninä north=Mavelli south=Inta east=Aanga west=Pupie
Riskuuta north=Hastape south=Testuhruvehi east=Ortopin west=Aates
Kepin south=Inkas east=Köövä west=Itörämüs
Jösin north=Älkevimiji south=Älmön east=Änhe west=Verennookaa
Öllööpe north=Tolehkosoon south=Aale east=Öhöön west=Auris
Pana north=Akesaa south=Ivön east=Rites west=Oosanokkaapsa
Kanoopa north=Sestö south=Aonke east=Püdön west=Mäläspe
Iitosohtalo north=Vädäspä south=Sermi east=Vusan west=Verki
Hula north=Nurua south=Pumis east=Äätäskejä west=Hura
Penaa north=Jäänesäseve south=Osukees east=Ijivalesas west=Tervinvus
Testinä north=Sasino south=Oraarke east=Nahtoveri west=Lanus
Noratta north=Nisänenes south=Aujaha east=Ihkaan west=Idäärjä
Sälkökä north=Ettitee south=Istolokali east=Kiihtaaki west=Äüljäädättenen
Ituun north=Ömänöötihdä south=Lelolvi east=Eno west=Älmä
Näävirivö north=Aran south=Änketävö east=Vuurraariisis west=Lantuin
Küülmääs north=Öttönä south=Kakirua east=Övöllekälkää west=Pinvelli
Äligä north=Tukken south=Öödääsmis east=Ruken west=Apustatasis
Höne north=Mäkön south=Ihinsärä east=Eetäli west=Riratsamelluo
Toranin north=Tälä south=Anuus east=Käkkö west=Tevokaanhutkin
Kaapappene north=Ärjillillüten south=Olkaa east=Orra west=Osoosta
Oksi north=Ärän south=Eemitän east=Kuuttekketaha
Ränmünis north=Kartaa south=Laalilte east=Astii west=Aamirri
Eetes north=Luraaso south=Nipas east=Ientisö west=Äränin
Ilökä north=Restahdaas south=Lägi east=Erkä west=Kaatolohtuli
Nasta north=Vinare south=Nöölään east=Tüppenis west=Epi
Aka north=Kulti south=Intaanaas east=Tömelme west=Nahe
Tento north=Oollanai south=Ipisti east=Tikkä west=Niliinpes
Ilkataa north=Oltaan south=Tirvuus east=Lokkipo west=Estisua
Enva north=Aattekse south=Lüle east=Rooshirha west=Arohkini
Arohtuos north=Sinelliskänä south=Tormelaa east=Tedii west=Iirvuksantuslee
Rölös north=Resto south=Ipön east=Tünä west=Pile
Rämehke north=Illi south=Telin east=Ätäämmön west=Nesiisidos
Äses north=Äntöö south=Sinihaa east=Tiri west=Pesöösääsüüsme
Söökäkäs north=Närtetöhvöttö south=Vükküvö east=Sännääje west=Iksöömästäte
Paantetukimus north=Tastalla south=Kiküä east=Tetinte west=Älläsöös
Ira north=Sidukes south=Äkiltä east=Sünhöttäärä west=Tükkä
Tuunkilme north=Emän south=Lonillorre east=Sikkäpän west=Nippüüsi
Oohrigua north=Ähkö south=Einhe east=Takeekseetetos west=Hääkäs
Aluunta north=Tapa south=Siläämää east=Terertete west=Karon
Aasolaaloo north=Iksantanakri south=Olmason east=Neenalmi west=Küüttönnönää
Ävekkä north=Peltiset south=Toolkallipraalaa east=Maraadaka west=Inonus
Tuutuhtilee north=Käsillülii south=Äälöös east=Ote west=Inneurva
Äräsväs north=Nikesii south=Eskö east=Istääskääs west=Akke
Ikkaka north=Älvitüüs south=Repen east=Kupananneha west=Otiso
Höjä north=Salokaavoo south=Titastaasvelje east=Elmaaventi west=Sääntängi
Taatooliki north=Nühköli east=Telari west=Märtä
Tuka north=Ola south=Sökkäästi east=Aurra west=Räüteden
Ötre north=Emeli south=Töösintä east=Tihaljaa west=Äläälimä
